person_id,travel_date_dow,trip_duration,d_purpose,d_purpose_category,mode_type
1914952101,2,11.1,33,6,7
1914952101,3,12.7,21,4,7
1914952101,3,11.0,33,6,7
1914952101,3,0.9,1,1,7
1914952101,3,8.7,33,6,7
1914952101,4,6.2,33,6,7
1914952101,4,6.7,1,1,7
1914952101,4,8.4,24,4,7
1914952101,4,14.4,1,1,7
1914952101,5,9.0,1,1,7
1914952101,5,68.2,33,6,4
1914952101,5,8.5,60,10,9
1914952101,5,11.5,60,10,4
1914952101,5,61.1,60,10,4
1915011701,4,2.9,33,6,9
1915011701,4,0.8,33,6,9
1915011701,4,3.0,51,8,9
1915011701,4,8.0,51,8,9
1915011701,5,19.5,41,5,9
1915011701,5,14.6,41,5,9
1915011701,6,17.8,10,2,9
1915011701,6,21.0,1,1,9
1915011701,7,19.6,10,2,9
1915011701,7,21.5,33,6,9
1915011701,7,6.1,1,1,9
1915011701,1,18.5,41,5,9
1915011701,1,5.4,41,5,6
1915011701,1,3.0,33,6,9
1915011701,1,2.1,1,1,9
1915011701,2,6.7,60,10,9
1915011701,2,2.2,60,10,6
1915011701,2,8.0,60,10,6
1915011701,2,64.2,33,6,10
1915011701,2,25.4,33,6,9
1915011701,2,69.9,60,10,7
1915011701,2,8.5,1,1,9
1915011701,2,15.7,33,6,9
1915011701,2,15.3,33,6,9
1915011701,2,8.8,1,1,9
1915011701,3,18.4,41,5,9
1915011701,3,31.5,1,1,9
1915087701,6,4.5,33,6,7
1915087701,6,19.7,33,6,7
1915087701,6,6.7,50,7,7
1915087701,6,24.0,33,6,7
1915087701,6,43.3,1,1,7
1915087701,6,25.4,50,7,2
1915087701,6,9.2,1,1,2
1915087701,1,3.0,60,10,9
1915087701,1,18.9,10,2,6
1915087701,2,12.5,11,3,6
1915087701,2,8.6,60,10,9
1915087701,2,5.9,60,10,6
1915087701,2,5.5,1,1,9
1915087701,2,3.2,60,10,9
1915143701,6,0.0,63,8,4
1915143701,6,2.7,63,8,4
1915143701,6,1.5,63,8,4
1915143701,6,10.7,63,8,4
1915143701,6,28.8,63,8,4
1915143701,6,0.9,63,8,4
1915143701,6,57.9,63,8,4
1915143701,6,4.9,1,1,4
1915143701,6,10.8,51,8,9
1915143701,6,9.3,51,8,9
1915143701,7,6.7,51,8,9
1915143701,7,25.4,1,1,9
1915143701,7,7.9,33,6,9
1915143701,7,11.9,33,6,9
1915143701,7,3.4,33,6,9
1915143701,7,3.9,1,1,9
1915143701,7,2.5,63,8,4
1915143701,7,17.9,1,1,4
1915143701,1,8.3,60,10,4
1915143701,1,7.5,33,6,9
1915143701,1,7.4,1,1,4
1915143701,1,17.3,1,1,4
1915143701,1,3.5,51,8,9
1915143701,1,8.7,51,8,9
1915143701,1,1.8,33,6,9
1915143701,1,8.0,1,1,9
1915143701,1,0.8,51,8,9
1915143701,1,8.5,51,8,9
1915143701,2,2.0,51,8,9
1915143701,2,14.9,51,8,9
1915143701,2,22.9,33,6,4
1915143701,2,1.8,33,6,9
1915143701,2,1.0,33,6,9
1915143701,2,0.0,1,1,4
1915143701,2,9.4,51,8,9
1915143701,2,5.9,1,1,9
1915143701,3,3.7,51,8,9
1915143701,3,15.1,51,8,9
1915143701,3,0.1,60,10,4
1915143701,3,26.8,33,6,4
1915143701,3,39.3,60,10,4
1915143701,3,10.4,33,6,9
1915143701,3,4.6,1,1,9
1915143701,3,120.0,51,8,9
1915143701,3,120.0,51,8,9
1915143701,4,7.5,33,6,7
1915143701,4,16.0,1,1,7
1915143701,4,9.2,51,8,9
1915143701,4,9.2,51,8,9
1915143701,4,29.3,33,6,9
1915143701,4,0.2,33,6,9
1915143701,4,4.0,33,6,9
1915143701,4,5.0,1,1,9
1915143701,4,7.3,51,8,9
1915143701,4,11.0,51,8,9
1915143701,5,19.1,51,8,9
1915143701,5,10.8,1,1,9
1915143701,5,2.0,51,8,9
1915143701,5,180.0,51,8,9
1915223101,5,23.7,10,2,6
1915223101,5,6.1,50,7,9
1915223101,5,20.6,50,7,9
1915223101,5,18.1,1,1,6
1915223101,6,14.9,50,7,6
1915223101,6,11.2,1,1,6
1915223101,1,16.0,10,2,6
1915223101,1,18.1,1,1,6
1915223101,2,6.8,33,6,9
1915223101,2,0.2,1,1,9
1915223101,2,5.5,60,10,6
1915223101,2,4.1,60,10,6
1915223101,2,10.6,33,6,9
1915223101,2,0.1,10,2,9
1915223101,2,15.0,1,1,6
1915223101,3,14.7,10,2,6
1915223101,3,16.9,1,1,6
1915282701,5,12.4,60,10,7
1915282701,5,15.7,10,2,6
1915282701,5,6.1,60,10,4
1915282701,5,30.2,60,10,6
1915282701,5,24.7,60,10,6
1915282701,5,12.4,1,1,7
1915282701,6,48.1,50,7,7
1915282701,6,7.8,33,6,7
1915282701,6,37.1,33,6,7
1915282701,6,5.5,33,6,9
1915282701,6,35.7,1,1,7
1915282701,1,13.6,60,10,7
1915282701,1,47.2,10,2,6
1915282701,1,4.9,33,6,9
1915282701,1,2.5,33,6,9
1915282701,1,11.5,50,7,9
1915282701,1,12.2,11,3,7
1915282701,1,15.0,60,10,4
1915282701,2,37.9,10,2,7
1915282701,2,30.8,11,3,9
1915282701,2,6.0,11,3,9
1915282701,2,30.7,60,10,9
1915282701,2,9.7,60,10,6
1915282701,2,8.6,10,2,9
1915282701,2,13.2,60,10,9
1915282701,2,28.8,60,10,6
1915282701,2,8.7,60,10,6
1915282701,2,5.0,1,1,9
1915282701,3,10.8,60,10,6
1915282701,3,28.2,60,10,6
1915282701,3,22.3,10,2,9
1915282701,3,1.7,50,7,9
1915282701,3,3.0,10,2,9
1915282701,3,31.8,11,3,7
1915282701,3,6.8,60,10,9
1915282701,3,18.9,60,10,6
1915282701,3,3.8,10,2,9
1915282701,3,57.7,50,7,6
1915282701,3,6.6,1,1,7
1915282701,4,42.3,10,2,6
1915282701,4,30.0,11,3,6
1915282701,4,60.0,33,6,6
1915282701,4,30.0,1,1,7
1915437001,5,8.9,44,5,7
1915437001,5,27.9,44,5,7
1915437001,5,19.6,63,8,7
1915437001,5,14.8,1,1,7
1915437001,6,89.2,63,8,7
1915437001,6,106.6,1,1,7
1915437001,6,9.5,50,7,7
1915437001,7,9.4,50,7,7
1915437001,7,6.1,10,2,7
1915437001,7,11.6,33,6,7
1915437001,7,7.7,1,1,7
1915437001,7,9.8,42,5,7
1915437001,7,15.2,42,5,7
1915437001,1,18.1,10,2,7
1915437001,1,24.7,1,1,7
1915437001,2,12.1,33,6,7
1915437001,2,14.2,51,8,7
1915437001,2,9.6,51,8,7
1915437001,2,26.8,1,1,7
1915437001,3,16.8,10,2,7
1915437001,3,5.3,33,6,7
1915437001,3,3.2,1,1,7
1915437001,3,9.3,1,1,7
1915437001,4,42.6,63,8,7
1915437001,4,13.6,50,7,7
1915437001,4,45.8,1,1,7
1915439301,6,7.8,1,1,7
1915439301,6,15.2,1,1,7
1915439301,6,3.9,60,10,9
1915439301,6,8.0,33,6,9
1915439301,6,5.8,33,6,9
1915439301,6,4.1,33,6,9
1915439301,6,9.9,33,6,7
1915439301,6,7.5,33,6,7
1915439301,6,12.3,33,6,9
1915439301,6,33.8,33,6,7
1915439301,6,49.7,63,8,7
1915439301,7,34.4,63,8,7
1915439301,7,11.2,33,6,7
1915439301,7,27.8,63,8,7
1915439301,7,4.3,63,8,9
1915439301,7,31.4,1,1,7
1915439301,7,3.1,1,1,7
1915439301,7,0.4,50,7,9
1915439301,7,5.3,50,7,9
1915439301,7,16.1,100,5,7
1915439301,7,14.0,100,5,7
1915439301,7,19.9,1,1,7
1915439301,1,3.1,41,5,9
1915439301,1,3.1,43,5,9
1915439301,1,17.4,10,2,9
1915439301,1,0.0,1,1,9
1915439301,1,7.3,50,7,9
1915439301,1,9.5,41,5,7
1915439301,1,29.4,1,1,7
1915439301,2,3.2,41,5,9
1915439301,2,6.8,43,5,9
1915439301,2,3.6,50,7,9
1915439301,2,7.5,50,7,9
1915439301,2,19.4,11,3,1
1915439301,2,16.4,1,1,1
1915439301,2,3.1,43,5,9
1915439301,3,0.0,41,5,9
1915439301,3,2.0,41,5,9
1915439301,3,20.0,10,2,9
1915439301,3,13.7,33,6,7
1915439301,3,19.0,1,1,7
1915439301,3,2.0,1,1,9
1915439301,4,3.4,41,5,9
1915439301,4,4.3,43,5,9
1915439301,4,18.4,10,2,9
1915439301,4,8.9,33,6,7
1915439301,4,3.2,1,1,7
1915439301,5,4.5,41,5,9
1915439301,5,2.0,43,5,9
1915439301,5,14.0,10,2,9
1915439301,5,5.0,60,10,9
1915439301,5,4.7,50,7,6
1915439301,5,8.5,10,2,7
1915439301,5,3.9,10,2,7
1915439301,5,0.1,33,6,7
1915439301,5,32.2,33,6,7
1915439301,5,26.1,33,6,7
1915439301,5,7.9,43,5,9
1915445101,4,60.0,63,8,6
1915445101,4,60.0,1,1,6
1915452701,6,6.5,51,8,9
1915452701,6,7.0,51,8,9
1915452701,6,14.8,51,8,9
1915452701,6,6.1,51,8,9
1915452701,6,3.1,51,8,9
1915452701,6,6.3,51,8,9
1915452701,6,9.7,51,8,9
1915452701,6,2.7,51,8,9
1915452701,7,8.4,51,8,9
1915452701,7,7.8,51,8,9
1915452701,7,8.2,51,8,9
1915452701,7,4.8,51,8,9
1915452701,7,32.4,51,8,8
1915452701,1,6.8,33,6,9
1915452701,1,7.0,33,6,9
1915452701,2,738.4,33,6,6
1915452701,2,27.5,33,6,6
1915452701,3,42.4,33,6,8
1915452701,3,54.8,33,6,8
1915452701,4,8.5,33,6,8
1915452701,4,20.7,33,6,9
1915464401,6,17.2,33,6,7
1915464401,6,3.0,33,6,7
1915464401,6,6.1,33,6,7
1915464401,6,12.5,1,1,7
1915464401,7,50.0,63,8,7
1915464401,7,39.5,1,1,7
1915464401,1,27.2,50,7,7
1915464401,1,6.0,51,8,7
1915464401,1,75.0,63,8,7
1915464401,1,3.0,63,8,4
1915464401,1,4.7,50,7,4
1915464401,2,19.5,50,7,7
1915464401,2,5.7,51,8,9
1915464401,2,16.6,51,8,9
1915464401,2,3.0,51,8,9
1915464401,2,3.0,51,8,9
1915464401,2,13.0,51,8,9
1915464401,2,91.0,1,1,7
1915464401,2,22.8,33,6,7
1915464401,2,3.1,1,1,7
1915464401,2,19.6,1,1,7
1915464401,3,7.0,51,8,7
1915464401,3,16.5,33,6,7
1915464401,3,14.5,50,7,7
1915464401,3,16.0,50,7,7
1915464401,4,2.5,51,8,7
1915464401,4,15.9,33,6,7
1915464401,4,26.1,33,6,7
1915464401,4,14.3,1,1,7
1915464401,4,13.9,33,6,7
1915464401,4,14.5,1,1,7
1915464401,4,4.3,33,6,7
1915464401,4,41.3,33,6,7
1915464401,4,23.6,33,6,7
1915464401,4,9.1,1,1,7
1915464401,5,3.5,51,8,7
1915464401,5,15.4,33,6,7
1915464401,5,22.5,33,6,7
1915464401,5,27.1,1,1,7
1915494501,5,32.2,44,5,7
1915494501,5,9.3,33,6,7
1915494501,5,18.9,33,6,7
1915494501,5,36.1,1,1,7
1915494501,5,3.9,1,1,9
1915494501,5,3.1,33,6,9
1915494501,5,3.8,1,1,9
1915494501,5,3.0,44,5,6
1915494501,5,0.9,33,6,6
1915494501,5,8.7,1,1,6
1915494501,5,6.0,63,8,4
1915494501,5,3.0,63,8,9
1915494501,7,5.7,42,5,7
1915494501,7,25.7,33,6,7
1915494501,7,6.2,60,10,4
1915494501,7,2.4,60,10,4
1915494501,7,6.7,33,6,9
1916679401,3,11.9,11,3,7
1915494501,7,11.7,33,6,4
1915494501,7,2.6,60,10,9
1915494501,7,14.8,33,6,4
1915494501,7,3.3,60,10,9
1915494501,7,2.7,60,10,4
1915494501,7,21.2,1,1,4
1915494501,7,6.1,33,6,9
1915494501,7,8.6,1,1,9
1915494501,1,10.6,51,8,9
1915494501,1,4.8,51,8,9
1915494501,2,4.3,33,6,9
1915494501,2,8.9,33,6,6
1915494501,2,8.2,33,6,9
1915494501,2,23.8,1,1,4
1915494501,2,2.7,60,10,4
1915494501,2,5.3,33,6,9
1915494501,2,4.2,33,6,9
1915494501,2,10.4,1,1,4
1915494501,2,6.5,33,6,9
1915494501,2,7.8,33,6,4
1915494501,2,4.0,60,10,4
1915494501,2,7.0,33,6,9
1915494501,2,8.0,60,10,4
1915494501,2,5.3,1,1,9
1915494501,3,5.8,33,6,6
1915494501,3,11.3,33,6,6
1915494501,3,0.0,33,6,9
1915494501,3,2.6,33,6,9
1915494501,3,23.8,33,6,9
1915494501,3,3.6,1,1,9
1915494501,3,3.8,1,1,6
1915494501,3,26.9,60,10,6
1915494501,3,6.4,1,1,9
1915494501,4,5.2,33,6,9
1915494501,4,17.8,33,6,6
1915494501,4,5.7,1,1,9
1915494501,4,25.7,1,1,4
1915494501,4,11.3,1,1,4
1915530601,4,10.3,41,5,4
1915530601,4,2.1,33,6,9
1915530601,7,2.2,1,1,9
1915530601,7,3.0,63,8,7
1915530601,7,16.6,1,1,7
1915530601,1,12.0,41,5,4
1915530601,1,2.0,1,1,9
1915530601,2,8.6,41,5,4
1915530601,3,0.0,21,4,9
1915530601,3,10.2,21,4,9
1915578001,7,19.2,63,8,7
1915578001,7,28.6,1,1,7
1915578001,7,21.6,63,8,7
1915578001,1,6.5,44,5,9
1915578001,1,11.3,1,1,7
1915578001,1,28.0,60,10,6
1915578001,1,7.0,60,10,6
1915578001,1,5.2,10,2,9
1915578001,2,10.2,60,10,6
1915578001,2,10.5,60,10,6
1915578001,2,7.8,10,2,6
1915578001,2,57.1,51,8,6
1915578001,2,10.5,63,8,7
1915578001,2,55.8,1,1,7
1915578001,2,7.0,60,10,9
1915578001,2,5.8,50,7,9
1915578001,2,7.5,50,7,9
1915578001,2,3.1,63,8,7
1915578001,2,39.5,63,8,7
1915578001,2,13.2,63,8,7
1915578001,3,17.8,63,8,7
1915578001,3,13.3,63,8,7
1915578001,3,13.7,63,8,7
1915578001,3,3.0,10,2,6
1915578001,4,3.2,1,1,6
1915578001,4,2.7,10,2,6
1915578001,5,3.0,1,1,6
1915578001,5,249.8,63,8,7
1915578001,6,16.5,63,8,7
1915609001,3,4.0,60,10,6
1915609001,3,2.7,12,3,6
1915609001,3,4.3,50,7,6
1915609001,3,3.1,50,7,9
1915609001,3,10.6,1,1,6
1915609001,4,2.7,60,10,9
1915609001,4,3.1,60,10,6
1915609001,4,3.8,10,2,6
1915609001,4,2.9,10,2,6
1915609001,4,3.1,1,1,6
1915609001,5,5.1,60,10,9
1915609001,5,0.8,60,10,6
1915609001,5,6.7,60,10,9
1915609001,5,7.6,50,7,9
1915609001,5,6.6,11,3,6
1915609001,5,6.9,11,3,9
1915609001,5,10.4,60,10,9
1915609001,5,3.0,60,10,9
1915609001,5,3.3,60,10,6
1915609001,5,1.9,60,10,6
1915609001,5,12.1,1,1,6
1915634601,4,60.6,10,2,6
1915634601,5,6.1,33,6,7
1915634601,5,24.1,33,6,7
1915634601,5,5.8,1,1,7
1915634601,5,4.3,60,10,9
1915634601,5,13.5,60,10,6
1915634601,5,17.7,10,2,6
1915634601,5,7.5,60,10,6
1915634601,5,35.9,60,10,6
1915634601,5,14.2,40,5,7
1915634601,5,22.7,1,1,7
1915634601,5,35.8,44,5,7
1915634601,5,13.7,50,7,7
1915634601,5,16.9,1,1,7
1915634601,6,38.8,44,5,7
1915634601,6,88.6,44,5,7
1915634601,6,114.2,33,6,7
1915634601,6,5.8,44,5,7
1915634601,6,11.8,44,5,7
1915634601,6,8.6,50,7,7
1915634601,6,29.6,1,1,7
1915634601,7,10.3,33,6,7
1915634601,7,7.2,33,6,7
1915634601,7,11.1,33,6,7
1915634601,7,6.2,50,7,7
1915634601,7,12.4,50,7,7
1915634601,7,5.2,33,6,7
1915634601,7,4.3,33,6,7
1915634601,7,5.5,1,1,7
1915634601,7,5.8,33,6,7
1915634601,7,18.1,11,3,7
1915634601,7,13.7,11,3,7
1915634601,7,13.9,11,3,7
1915634601,7,19.8,33,6,7
1915634601,7,3.0,33,6,7
1915634601,7,5.3,33,6,7
1915634601,7,15.0,44,5,7
1915634601,7,14.0,33,6,7
1915634601,7,22.6,1,1,7
1915634601,7,8.6,1,1,9
1915634601,1,13.2,60,10,9
1915634601,1,27.1,60,10,6
1915634601,1,3.7,60,10,9
1915634601,1,11.4,10,2,6
1915634601,1,2.0,60,10,6
1915634601,1,46.8,60,10,6
1915634601,1,2.1,60,10,9
1915634601,1,31.9,40,5,6
1915634601,1,8.4,1,1,9
1915634601,1,10.1,44,5,7
1915634601,1,10.6,33,6,7
1915634601,1,13.3,1,1,7
1915634601,2,12.2,60,10,6
1915634601,2,38.4,60,10,6
1915634601,2,27.0,10,2,9
1915634601,2,82.2,1,1,6
1915634601,3,83.0,10,2,6
1915634601,3,7.7,60,10,6
1915634601,3,36.8,60,10,6
1915634601,3,17.3,40,5,7
1915634601,3,3.8,44,5,7
1915634601,3,19.6,44,5,7
1915634601,3,68.5,33,6,7
1915634601,3,7.6,60,10,9
1915634601,3,8.9,33,6,9
1915634601,3,47.7,44,5,7
1915634601,3,4.5,1,1,7
1915665301,1,5.4,10,2,9
1915665301,1,24.1,10,2,6
1915665301,1,21.6,10,2,6
1915665301,1,20.1,1,1,9
1915665301,1,32.1,60,10,10
1915665301,1,10.2,1,1,9
1915665301,3,3.9,60,10,9
1915665301,3,19.4,10,2,4
1915665301,3,55.1,10,2,6
1915665301,3,0.3,50,7,9
1915665301,3,2.5,50,7,9
1915665301,3,15.6,50,7,9
1915665301,3,5.0,1,1,9
1915665301,3,27.7,60,10,6
1915665301,3,15.2,1,1,6
1915665301,3,22.0,60,10,6
1915665301,3,9.8,1,1,9
1915665301,4,46.6,1,1,7
1915665301,4,28.7,10,2,4
1915665301,4,4.0,1,1,9
1915665301,4,20.9,1,1,6
1915665301,6,48.9,1,1,7
1915696001,3,5.0,33,6,7
1915696001,3,15.0,33,6,7
1915696001,3,10.0,1,1,7
1915741401,5,8.7,50,7,9
1915741401,5,39.3,1,1,9
1915741401,5,4.5,33,6,7
1915741401,5,3.8,1,1,7
1915741401,6,1.4,50,7,7
1915741401,6,13.8,50,7,7
1915741401,6,11.4,1,1,7
1915741401,7,5.8,50,7,7
1915741401,7,7.3,1,1,7
1915741401,7,6.0,63,8,7
1915741401,7,5.2,50,7,9
1915741401,7,7.0,1,1,9
1915741401,1,7.2,50,7,9
1915741401,1,123.9,51,8,9
1915741401,1,36.9,51,8,9
1915741401,2,7.6,50,7,7
1915741401,2,5.5,50,7,7
1915741401,2,12.4,50,7,7
1915741401,2,6.5,1,1,7
1915741401,3,108.5,51,8,9
1915741401,3,50.9,51,8,9
1915741401,3,20.6,33,6,7
1915741401,3,17.5,33,6,7
1915741401,3,15.8,33,6,7
1915741401,3,6.4,1,1,7
1915741401,3,10.2,41,5,7
1915741401,3,16.9,41,5,7
1915741401,3,11.1,63,8,7
1915741401,3,10.7,1,1,7
1915741401,4,7.9,50,7,7
1915741401,4,12.2,33,6,7
1915741401,4,6.6,1,1,7
1915741401,4,4.3,33,6,7
1915741401,4,7.1,1,1,7
1915741401,4,11.0,41,5,7
1915741401,4,7.5,41,5,7
1915741401,4,4.0,1,1,7
1915741401,4,10.8,50,7,7
1915741401,4,10.0,50,7,7
1915746901,4,15.0,60,10,4
1915746901,4,50.0,10,2,6
1915746901,4,25.0,11,3,6
1915746901,4,20.0,10,2,6
1915746901,4,80.0,1,1,4
1915746901,4,10.0,1,1,9
1915775301,1,18.0,10,2,9
1915775301,1,8.8,50,7,9
1915775301,1,0.7,50,7,9
1915775301,1,0.8,33,6,9
1915775301,1,8.5,1,1,2
1915775301,2,17.8,10,2,9
1915775301,2,11.1,63,8,9
1915775301,2,3.0,11,3,9
1915775301,2,0.0,11,3,9
1915775301,2,8.1,1,1,2
1915775301,2,3.0,1,1,9
1916679401,3,11.3,11,3,7
1915775301,3,12.3,33,6,2
1915775301,3,3.1,60,10,9
1915775301,3,18.0,1,1,4
1915775301,3,2.9,60,10,9
1915775301,3,62.3,60,10,6
1915775301,3,12.6,1,1,6
1915775301,4,67.0,63,8,6
1915775301,4,82.0,1,1,6
1915775301,5,5.8,63,8,9
1915775301,5,28.1,60,10,6
1915775301,5,2.5,60,10,9
1915775301,5,25.6,60,10,6
1915775301,5,8.2,63,8,9
1915775301,5,12.1,33,6,9
1915775301,5,18.1,33,6,6
1915775301,5,15.0,33,6,6
1915775301,5,7.2,33,6,9
1915775301,5,0.0,1,1,6
1915775301,6,17.1,60,10,6
1915775301,6,4.1,33,6,6
1915775301,6,4.2,60,10,9
1915775301,6,47.6,60,10,6
1915775301,6,3.5,60,10,6
1915775301,6,8.9,10,2,9
1915775301,6,6.6,11,3,9
1915775301,6,10.1,10,2,9
1915775301,6,20.8,1,1,9
1915775301,7,16.9,42,5,9
1915775301,7,14.3,1,1,9
1915775301,7,0.2,33,6,9
1915775301,7,1.0,1,1,9
1915828001,7,35.4,60,10,4
1915828001,7,4.0,10,2,9
1915828001,7,5.5,60,10,9
1915828001,7,8.2,60,10,6
1915828001,7,22.1,1,1,6
1915828001,1,39.2,51,8,9
1915828001,2,24.9,60,10,6
1915828001,2,2.5,60,10,9
1915828001,2,2.1,10,2,9
1915828001,2,28.4,22,4,6
1915828001,2,11.8,33,6,9
1915828001,2,15.5,1,1,9
1915828001,3,16.9,51,8,9
1915828001,3,25.2,51,8,9
1915828001,3,17.8,33,6,6
1915828001,3,6.3,60,10,6
1915828001,3,6.1,1,1,9
1915828001,3,4.8,60,10,9
1915828001,3,19.9,60,10,6
1915828001,3,5.0,11,3,9
1915828001,3,18.4,60,10,9
1915828001,3,15.2,60,10,6
1915828001,3,8.2,1,1,6
1915828001,4,4.1,60,10,9
1915828001,4,38.6,60,10,6
1915828001,4,4.7,22,4,9
1915828001,4,9.1,60,10,9
1915828001,4,22.8,60,10,6
1915828001,4,8.4,60,10,6
1915828001,4,11.8,1,1,9
1915828001,4,8.4,51,8,9
1915828001,4,23.0,33,6,9
1915828001,5,58.4,51,8,9
1915828001,5,5.2,1,1,9
1915828001,5,3.0,50,7,9
1915828001,5,6.3,1,1,9
1915828001,6,4.7,33,6,7
1915828001,6,17.3,1,1,7
1915828001,6,15.4,50,7,7
1915828001,6,14.7,1,1,7
1915854401,1,58.2,10,2,2
1915854401,2,26.6,10,2,6
1915854401,2,15.7,60,10,6
1915854401,2,13.5,11,3,6
1915854401,2,8.8,11,3,9
1915854401,2,14.5,60,10,6
1915854401,2,5.4,60,10,6
1915854401,2,5.7,10,2,9
1915854401,2,2.5,60,10,9
1915854401,2,6.3,60,10,6
1915854401,2,52.1,60,10,6
1915854401,2,19.2,60,10,6
1915854401,2,4.7,1,1,9
1915854401,3,1.4,11,3,4
1915854401,3,2.2,10,2,4
1915854401,3,29.9,11,3,4
1915854401,3,23.6,11,3,6
1915854401,3,9.4,10,2,9
1915854401,3,5.8,11,3,4
1915854401,3,2.9,60,10,6
1915854401,3,4.3,11,3,9
1915854401,3,2.0,11,3,9
1915854401,3,11.4,10,2,6
1915854401,3,34.9,10,2,9
1915854401,3,7.0,1,1,6
1915854401,4,2.8,10,2,9
1915854401,4,14.3,10,2,4
1915854401,4,13.6,10,2,6
1915854401,5,1.5,11,3,4
1915854401,5,17.0,10,2,4
1915854401,5,2.3,50,7,9
1915854401,5,23.1,60,10,6
1915854401,5,6.2,11,3,9
1915854401,5,1.4,11,3,4
1915889801,7,3.1,1,1,9
1915889801,7,0.0,50,7,9
1915889801,7,1.4,50,7,9
1915889801,7,3.0,50,7,9
1915889801,7,9.7,50,7,9
1915889801,7,12.7,63,8,9
1915889801,7,0.0,1,1,9
1915889801,3,3.0,51,8,9
1915889801,3,14.9,50,7,9
1915889801,3,12.9,1,1,9
1915889801,3,3.0,51,8,9
1915889801,3,3.1,1,1,9
1915889801,4,6.2,33,6,9
1915889801,4,10.9,50,7,9
1915889801,4,0.0,33,6,9
1915889801,4,3.9,1,1,9
1915889801,4,0.1,51,8,9
1915889801,4,8.6,1,1,9
1915889801,5,3.4,60,10,9
1915889801,5,6.3,60,10,6
1915889801,5,11.0,60,10,6
1915889801,5,2.6,33,6,9
1915889801,5,9.0,60,10,6
1915889801,5,6.3,60,10,6
1915889801,5,7.4,1,1,9
1915889801,5,4.7,51,8,9
1915889801,5,3.0,1,1,9
1915889801,5,1.0,60,10,9
1915889801,5,3.6,60,10,6
1915889801,5,2.3,60,10,9
1915889801,5,14.9,60,10,6
1915889801,5,376.0,63,8,7
1915889801,6,3.0,63,8,7
1915889801,6,5.5,33,6,7
1915889801,6,3.8,100,5,7
1915889801,6,14.4,63,8,7
1915915801,3,70.0,33,6,7
1915915801,3,30.0,33,6,7
1915915801,3,75.0,63,8,7
1915915801,3,30.0,1,1,7
1915930801,6,9.2,50,7,9
1915930801,6,11.0,60,10,9
1915930801,6,24.5,60,10,4
1915930801,6,6.2,10,2,9
1915930801,6,26.1,60,10,4
1915930801,6,16.1,50,7,9
1915930801,6,9.5,1,1,9
1915930801,7,24.6,33,6,7
1915930801,7,9.2,33,6,9
1915930801,7,3.2,33,6,9
1915930801,7,3.2,33,6,9
1915930801,7,0.8,33,6,9
1915930801,7,31.5,33,6,7
1915930801,7,5.8,33,6,7
1915930801,7,21.2,33,6,7
1915930801,7,9.5,1,1,7
1915930801,1,24.5,60,10,4
1915930801,1,4.8,10,2,9
1915930801,1,17.5,1,1,9
1915930801,2,8.6,60,10,9
1915930801,2,40.2,60,10,4
1915930801,2,3.7,33,6,9
1915930801,2,26.0,60,10,4
1915930801,2,22.4,1,1,9
1915930801,3,15.2,60,10,9
1915930801,3,35.9,10,2,4
1915930801,3,33.2,60,10,4
1915930801,3,10.2,1,1,9
1915930801,4,11.4,50,7,9
1915930801,4,30.2,1,1,9
1915930801,4,9.5,33,6,9
1915930801,4,7.5,1,1,9
1915930801,4,28.9,63,8,2
1915930801,4,18.4,60,10,9
1915930801,4,16.2,1,1,4
1915930801,4,7.7,1,1,9
1915930801,5,6.3,60,10,9
1915930801,5,7.3,50,7,9
1915930801,5,34.2,10,2,4
1915930801,5,3.9,50,7,9
1915930801,5,2.9,10,2,9
1915930801,5,35.2,60,10,4
1915930801,5,15.6,1,1,9
1916009301,2,72.8,50,7,7
1916009301,2,16.3,50,7,7
1916009301,2,5.5,50,7,7
1916009301,2,5.4,50,7,7
1916009301,2,114.0,1,1,7
1916009301,2,8.9,50,7,9
1916009301,2,37.1,1,1,7
1916009301,3,11.3,13,3,6
1916009301,3,4.0,60,10,6
1916009301,3,12.3,60,10,6
1916009301,3,2.0,13,3,9
1916009301,3,20.7,1,1,6
1916009301,3,18.6,50,7,6
1916009301,4,13.0,1,1,6
1916009301,4,37.7,60,10,6
1916009301,4,16.2,60,10,6
1916009301,4,4.0,10,2,9
1916009301,4,73.0,1,1,4
1916009301,5,51.6,1,1,4
1916009301,6,17.3,50,7,7
1916009301,6,43.3,63,8,7
1916009301,7,33.8,1,1,7
1916009301,7,1.9,33,6,7
1916009301,7,12.5,33,6,7
1916009301,7,7.4,1,1,7
1916009301,7,2.7,1,1,9
1916009301,1,12.2,10,2,6
1916009301,1,26.9,60,10,6
1916009301,1,15.2,10,2,6
1916009301,1,1.8,10,2,9
1916009301,1,2.1,1,1,9
1916089001,5,16.4,50,7,9
1916089001,5,7.2,50,7,9
1916089001,6,7.4,60,10,9
1916089001,6,8.3,60,10,6
1916089001,6,14.4,50,7,9
1916679401,3,7.2,11,3,7
1916089001,6,6.5,50,7,9
1916089001,6,9.2,60,10,9
1916089001,6,14.9,33,6,9
1916089001,6,4.6,33,6,9
1916089001,6,18.4,33,6,9
1916089001,6,0.5,50,7,6
1916089001,6,4.8,50,7,9
1916089001,6,5.7,50,7,6
1916089001,6,3.2,60,10,6
1916089001,6,13.1,50,7,9
1916089001,7,8.6,60,10,9
