"UserID","SPSS_Regio5","RESP_GEM_GROOTTE","BAS_huishoudgrootte","GenderID","Age","BAS_werkzaamheid_resp","BAS_bruto_jaarinkomen","afg_kinderen_huishouden","AFG_sk2015","BAS_voltooide_opleiding8_resp","SPSS_Lifestage"
1635,2,6,2,1,30,2,3,0,1,8,3
7548,2,3,4,2,32,9,2,2,4,NA,5
1636,2,3,4,2,32,9,2,2,4,NA,5
7549,3,6,2,2,54,2,1,0,4,3,4
1637,5,4,2,1,66,7,4,0,4,4,4
9184,5,4,2,1,66,7,4,0,4,4,4
1638,4,5,2,1,70,7,4,0,3,5,4
7550,5,5,2,1,66,1,5,0,1,8,4
1639,5,5,2,1,66,1,5,0,1,8,4
1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,1,9,1,2,35,2,4,0,1,8,1
9664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,2,6,5,1,45,1,8,1,1,6,6
1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,5,3,1,1,51,2,2,0,4,2,2
1645,2,4,2,2,68,7,5,0,3,5,4
1646,4,4,2,2,37,2,6,0,1,8,3
1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,2,6,1,2,29,2,4,0,2,7,1
1649,2,4,2,1,74,7,8,0,4,2,4
1650,1,8,1,2,32,2,5,0,1,NA,1
1651,5,4,1,2,66,2,2,0,2,5,2
1652,3,4,3,1,62,2,5,0,2,7,7
8876,3,4,3,1,62,2,5,0,2,7,7
1653,2,4,3,2,32,2,8,1,1,8,8
1654,2,6,2,1,57,3,5,0,2,6,4
1655,2,5,1,1,84,7,8,0,4,4,2
1656,2,3,4,2,39,2,8,2,4,4,6
1657,1,8,2,2,55,2,4,0,2,4,4
1658,5,6,1,2,30,5,1,0,3,6,1
1659,4,6,2,1,67,7,6,0,4,4,4
1660,4,5,4,2,37,2,5,2,2,7,6
1661,1,5,4,2,52,2,7,0,1,3,7
1662,3,6,2,1,37,1,5,0,1,5,3
1663,5,4,1,2,68,7,1,0,5,3,2
1664,5,6,1,1,57,2,8,0,5,2,2
1665,3,4,2,2,68,7,3,0,5,2,4
1666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,5,4,3,2,55,2,8,1,3,4,6
1668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,5,6,4,1,52,2,5,0,3,4,7
1670,5,3,1,2,35,2,4,0,3,4,1
1671,5,5,2,2,62,4,3,0,5,2,4
7551,5,5,2,2,62,4,3,0,5,2,4
1672,4,4,1,2,70,7,3,0,3,4,2
1673,4,6,2,1,62,2,4,0,3,3,4
9185,2,6,5,2,44,9,8,2,4,3,6
1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,4,5,3,2,34,2,8,1,1,8,5
7552,4,4,4,2,50,2,8,0,2,4,7
9186,4,4,4,2,50,2,8,0,2,4,7
1676,4,4,4,2,50,2,8,0,2,4,7
8877,4,4,4,2,50,2,8,0,2,4,7
1677,2,5,1,2,63,4,3,0,3,8,2
1678,2,3,2,1,67,7,2,0,5,2,4
1679,1,9,4,2,37,2,5,2,2,4,6
1680,3,3,3,2,20,8,4,0,2,NA,7
1681,4,4,3,2,52,5,8,0,2,4,7
1682,5,5,2,2,44,1,8,1,2,2,9
1683,3,3,4,1,30,2,5,0,1,6,7
1684,5,6,3,2,49,9,3,1,5,3,7
1685,5,4,2,1,33,2,3,0,2,4,3
1686,2,5,4,1,58,3,5,0,2,6,7
1687,1,5,2,2,49,4,4,0,2,4,4
1688,2,6,2,2,66,9,5,0,5,3,9
1689,5,3,3,1,24,8,8,0,2,6,7
1690,5,4,1,2,72,7,8,0,2,6,2
1691,1,5,2,2,67,7,5,0,3,7,4
1692,4,6,4,1,49,2,6,1,1,8,6
1693,3,4,3,1,56,2,5,0,2,4,7
1694,5,6,1,2,56,3,5,0,3,4,2
1695,5,4,1,2,74,7,8,0,5,3,2
1696,4,4,2,1,69,7,4,0,5,3,4
1697,2,5,2,1,69,7,4,0,4,4,4
1698,4,6,4,2,35,2,6,2,1,8,5
1699,2,5,2,1,73,7,4,0,2,6,4
1700,5,6,4,2,21,2,4,0,3,5,7
1701,2,3,2,1,68,7,6,0,3,5,4
1702,2,4,2,1,69,7,3,0,5,2,4
1703,3,4,2,1,76,7,4,0,2,6,4
1704,2,4,2,1,22,8,8,0,4,4,9
1705,1,5,1,1,69,7,2,0,4,4,2
1706,4,5,2,1,70,1,5,0,1,6,4
1707,3,3,4,1,47,2,8,1,4,2,6
1708,2,6,1,2,52,2,5,0,2,6,2
1709,5,4,4,1,33,2,3,2,2,6,5
1710,5,3,4,2,34,2,4,2,3,NA,5
1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,1,9,2,1,63,5,8,0,4,4,4
1713,2,6,2,1,32,2,5,0,1,7,3
1714,5,3,2,2,19,8,2,0,3,3,9
1715,4,6,2,1,81,7,2,0,5,2,4
1716,2,6,2,1,65,5,5,0,4,2,4
1717,1,9,1,2,29,2,4,0,1,8,1
1718,2,6,1,2,70,7,8,0,4,4,2
1719,2,3,2,2,32,2,2,0,2,NA,3
1720,3,6,2,1,31,2,6,0,2,4,3
1721,5,5,4,2,48,2,4,2,3,4,6
1722,3,5,1,1,35,2,3,0,2,7,1
1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,2,5,4,1,45,2,4,2,4,2,6
1725,2,4,1,1,70,7,8,0,2,6,2
1726,5,6,1,1,73,7,2,0,2,4,2
7553,3,6,6,2,52,1,5,2,3,4,6
9554,3,6,6,2,52,1,5,2,3,4,6
1727,3,6,6,2,52,1,5,2,3,4,6
9556,3,6,6,2,52,1,5,2,3,4,6
9187,3,6,6,2,52,1,5,2,3,4,6
1728,5,5,1,2,55,2,2,0,4,4,2
1729,1,5,2,1,68,7,7,0,2,6,4
1730,5,6,1,1,63,4,2,0,5,3,2
1731,5,3,2,2,59,9,8,0,4,3,4
1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,2,6,1,1,40,2,4,0,2,7,1
1734,1,8,4,2,62,2,5,0,1,7,9
1735,4,6,2,2,25,2,5,0,1,NA,3
9188,4,6,2,2,25,2,5,0,1,NA,3
1736,5,6,2,2,67,7,3,0,5,2,9
1737,4,3,3,1,65,7,5,0,2,6,7
1738,2,4,2,2,27,2,5,0,1,6,3
1739,1,9,1,2,68,7,3,0,5,3,2
1740,5,3,1,2,79,7,3,0,5,3,2
1741,5,6,2,1,71,7,3,0,4,4,4
1742,5,6,1,1,68,7,4,0,4,4,2
1743,4,4,4,2,47,3,6,2,1,7,8
1744,1,9,2,1,50,2,5,0,2,7,3
8878,1,7,3,2,54,4,8,0,4,5,9
1745,1,7,3,2,54,4,8,0,4,5,9
1746,3,4,5,2,36,2,8,3,3,5,6
1747,2,4,4,1,44,2,8,2,1,8,6
7554,2,4,4,1,44,2,8,2,1,8,6
1748,5,6,1,1,71,7,2,0,5,2,2
1749,4,6,1,1,35,2,3,0,4,2,1
1750,5,4,1,1,63,3,4,0,3,4,2
1751,5,5,2,1,75,7,5,0,2,6,4
1752,2,5,2,1,75,7,4,0,3,5,4
1753,2,6,6,2,47,1,7,4,1,2,6
1754,4,6,4,1,55,2,8,0,4,2,7
1755,5,4,1,2,32,2,2,0,1,8,1
1756,3,6,3,2,33,2,8,0,3,5,7
1757,2,4,2,1,70,7,8,0,4,3,4
1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,2,6,4,2,38,97,6,2,5,NA,6
1760,2,4,6,1,47,1,6,4,1,7,6
1761,2,5,3,1,67,7,4,0,4,4,7
1762,1,4,2,1,75,7,5,0,1,8,4
1763,4,4,5,2,31,9,8,3,3,4,5
7555,4,4,5,2,31,9,8,3,3,4,5
1764,4,6,1,2,59,4,2,0,5,3,2
1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1766,5,4,2,2,79,7,8,0,5,2,4
1767,4,5,5,1,55,2,5,3,1,7,5
1768,1,8,1,2,73,7,2,0,5,2,2
1769,4,6,1,1,49,2,8,0,4,2,2
1770,4,6,2,1,63,4,4,0,4,4,4
7556,4,6,2,1,63,4,4,0,4,4,4
1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,3,6,2,2,27,2,4,0,1,8,3
1773,1,9,2,1,76,7,1,0,5,2,4
1774,4,4,1,1,29,2,1,0,3,NA,1
1775,3,4,4,2,52,2,4,0,3,4,7
1776,3,6,4,2,33,2,4,2,1,8,5
1777,3,5,2,1,31,3,5,0,2,5,3
1778,1,8,3,2,23,8,8,0,5,2,9
1779,4,4,2,1,39,2,3,0,5,NA,3
1780,3,3,2,1,36,1,2,0,2,7,3
1781,4,4,5,2,33,2,5,3,1,6,5
1782,5,3,3,2,27,2,5,0,2,8,7
1783,2,6,2,2,31,2,4,0,1,8,3
7557,5,4,3,2,29,2,6,1,1,6,5
1784,5,4,3,2,29,2,6,1,1,6,5
1785,1,5,1,1,69,7,2,0,5,2,2
1786,5,5,3,2,39,2,4,1,1,4,6
1787,5,6,5,1,35,3,5,3,2,6,5
1788,2,5,1,2,44,2,2,0,2,5,1
1789,2,6,1,1,64,2,5,0,3,4,2
8879,4,6,2,2,29,2,5,0,2,7,3
1790,4,6,2,2,29,2,5,0,2,7,3
1791,4,4,3,2,38,2,6,1,2,6,5
1792,4,4,2,1,28,2,8,0,1,8,3
1793,5,4,2,2,45,6,2,1,5,2,9
1794,4,4,2,2,53,2,8,0,3,4,4
1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1797,2,4,2,1,74,7,4,0,5,3,4
1798,4,3,2,2,59,4,7,0,1,7,4
9189,5,3,4,2,57,9,8,0,2,4,7
8880,5,3,4,2,57,9,8,0,2,4,7
1799,5,3,4,2,57,9,8,0,2,4,7
1800,4,4,1,2,41,2,8,0,3,4,1
1801,2,3,3,2,48,2,4,0,2,6,9
1802,4,4,2,1,64,5,4,0,3,7,4
1803,4,3,3,2,52,9,8,0,2,2,7
9665,2,4,6,1,19,8,5,3,2,5,6
1804,4,5,2,1,72,7,3,0,5,2,4
1805,2,3,7,1,26,2,6,1,1,7,7
1806,4,4,4,1,58,2,6,0,2,4,7
1807,5,6,1,1,80,7,3,0,3,5,2
1808,2,4,1,2,58,4,2,0,5,3,2
1809,4,6,3,2,59,5,4,0,4,3,7
1810,3,4,4,2,31,9,8,2,5,2,5
1811,5,4,1,2,70,7,2,0,5,2,2
9190,4,4,4,1,48,2,4,1,2,7,6
1812,4,4,4,1,48,2,4,1,2,7,6
8881,4,4,4,1,48,2,4,1,2,7,6
1813,5,6,1,2,25,2,3,0,1,7,1
1814,3,4,1,2,77,7,3,0,2,6,2
1815,2,6,4,2,48,1,4,0,1,4,9
8882,2,6,4,2,48,1,4,0,1,4,9
1816,5,4,1,2,59,4,2,0,4,4,2
1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818,1,7,2,2,69,7,8,0,3,NA,4
7558,1,7,2,2,69,7,8,0,3,NA,4
1819,2,6,2,1,33,3,5,0,1,8,3
1820,1,5,3,2,65,2,1,0,3,7,9
7559,4,4,1,2,49,4,1,0,4,4,2
1821,5,4,2,1,68,7,4,0,4,4,4
1822,2,4,5,1,56,2,5,1,3,4,6
1823,2,6,3,1,33,2,4,1,1,8,5
1824,2,5,2,2,52,2,1,0,3,3,9
1825,1,4,2,1,48,2,1,0,4,2,4
1826,5,4,3,1,40,2,6,1,1,4,5
1827,2,5,4,2,27,3,5,2,2,7,5
1828,2,4,4,1,26,8,5,0,3,7,7
1829,4,6,4,1,49,2,7,2,1,NA,6
7560,2,4,2,1,62,2,3,0,3,4,4
1830,2,4,2,1,62,2,3,0,3,4,4
1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1832,5,4,2,2,72,9,2,0,4,2,4
1833,4,4,2,1,62,4,3,0,2,2,4
1834,3,5,2,2,60,1,8,0,2,4,4
1835,2,5,2,2,69,7,3,0,5,3,4
1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,4,6,2,2,68,9,2,0,5,2,4
1838,4,5,1,1,60,1,2,0,1,5,2
1839,1,9,1,2,60,4,3,0,4,3,2
1840,2,6,2,2,27,2,3,0,2,4,3
1841,5,4,2,2,65,7,8,0,5,2,4
1842,2,4,4,2,44,2,3,0,4,NA,7
9191,2,4,4,2,44,2,3,0,4,NA,7
1843,4,5,3,1,30,2,3,0,1,8,7
1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,3,3,2,2,24,2,4,0,5,4,3
1846,2,5,1,2,32,2,8,0,3,4,1
1847,2,4,2,2,70,7,8,0,2,3,4
1848,2,4,1,2,55,2,2,0,2,5,2
1849,5,6,2,1,31,2,4,0,1,5,3
1850,5,6,2,1,26,2,5,0,1,8,3
1851,1,5,2,1,28,5,2,0,1,8,3
9192,2,6,4,1,42,2,5,2,2,6,6
1852,2,6,4,1,42,2,5,2,2,6,6
7561,2,6,4,1,42,2,5,2,2,6,6
1853,5,4,1,2,28,2,2,0,1,7,1
1854,4,4,2,2,30,2,5,0,2,7,3
9193,1,7,2,2,71,7,3,0,5,3,4
1855,1,7,2,2,71,7,3,0,5,3,4
1856,4,5,2,1,26,2,2,0,2,7,3
1857,4,6,2,1,55,2,7,0,2,5,4
1858,4,6,2,2,41,2,8,0,1,8,3
7562,4,4,2,2,61,1,4,0,1,4,4
1859,4,4,2,2,61,1,4,0,1,4,4
1860,1,8,1,1,25,8,8,0,3,6,1
1861,4,6,2,2,25,3,6,0,1,8,3
1862,2,2,2,2,27,2,5,0,2,7,3
1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,2,3,2,2,66,7,4,0,5,3,4
7563,2,3,2,2,66,7,4,0,5,3,4
1865,4,5,2,2,26,4,2,0,5,NA,3
1866,2,6,1,2,28,2,2,0,2,6,1
1867,2,5,1,2,26,2,8,0,2,6,1
1868,2,5,3,2,28,2,3,1,2,6,5
1869,5,6,5,1,24,8,4,0,2,6,7
1870,4,5,1,2,27,2,4,0,1,8,1
1871,2,4,2,2,57,2,7,0,1,6,4
1872,4,6,2,2,25,2,5,0,2,7,3
1873,2,4,1,1,24,2,3,0,1,8,1
1874,2,4,1,2,27,8,1,0,3,6,1
1875,3,6,2,2,26,3,6,0,2,6,3
1876,5,6,3,2,37,2,4,1,2,6,6
1877,2,5,1,1,38,5,5,0,4,4,1
1878,1,8,3,1,44,2,2,0,4,2,7
1879,2,4,4,1,47,1,5,2,2,4,6
1880,4,6,4,2,46,2,6,1,1,6,9
1881,2,6,1,2,63,2,5,0,2,6,2
1882,2,4,2,1,74,7,5,0,1,8,4
1883,2,4,2,2,68,9,5,0,4,3,4
1884,4,6,1,2,81,9,2,0,4,5,2
1885,5,4,4,1,52,2,4,1,2,4,6
1886,2,4,3,2,29,2,4,1,1,6,5
1887,5,6,4,2,36,2,8,2,4,5,6
1888,5,4,2,1,75,7,2,0,5,2,4
8883,2,6,4,2,46,9,3,2,4,3,6
1889,2,6,4,2,46,9,3,2,4,3,6
9195,2,6,4,2,46,9,3,2,4,3,6
1890,4,4,5,2,47,2,5,2,1,8,8
1891,5,4,2,1,72,7,5,0,3,4,4
1892,4,4,2,1,66,2,3,0,4,3,4
9587,4,4,3,1,58,2,5,0,2,6,7
1893,4,5,2,2,46,4,1,0,3,2,4
1894,2,5,1,2,26,8,1,0,5,3,1
1895,3,5,1,2,91,7,2,0,5,2,2
1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,4,4,1,2,36,2,3,0,3,4,1
1898,5,5,3,2,37,2,4,1,1,8,8
1899,4,4,2,1,73,7,5,0,2,6,4
1900,1,9,2,2,38,2,5,0,1,5,3
1901,2,5,2,2,58,3,8,0,3,4,9
1902,2,6,2,2,71,9,2,0,5,3,4
8884,2,6,2,2,71,9,2,0,5,3,4
1903,4,4,2,1,68,7,5,0,2,6,4
1904,4,6,1,2,63,1,1,0,1,7,2
1905,2,4,1,2,67,7,4,0,2,6,2
1906,1,4,2,2,60,3,5,0,2,4,9
1907,4,4,2,2,61,2,5,0,3,4,4
1908,4,5,4,2,37,6,1,2,3,4,6
1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,5,5,2,2,64,9,2,0,5,3,4
1911,1,7,2,1,57,2,5,1,2,6,8
1912,4,6,1,1,55,3,5,0,2,4,2
1913,2,6,2,2,50,6,2,1,5,3,9
1914,1,7,3,2,45,3,6,1,1,8,8
1915,2,5,1,2,67,7,2,0,5,3,2
1916,5,5,2,2,73,7,2,0,5,2,4
1917,4,6,2,1,78,7,3,0,2,6,4
7564,5,2,2,2,55,4,4,0,4,4,4
1918,5,2,2,2,55,4,4,0,4,4,4
1919,5,5,2,1,72,2,3,0,1,7,4
1920,3,6,2,2,31,5,2,0,3,8,3
1921,2,4,1,2,49,2,4,0,2,5,2
1922,3,4,5,1,48,1,4,3,1,6,5
1923,2,2,3,1,65,7,5,0,5,3,7
1924,1,9,3,1,40,2,4,1,3,3,6
1925,4,6,4,1,56,2,5,1,2,4,6
1926,4,4,1,2,65,2,2,0,4,3,2
1927,4,3,2,1,59,3,5,0,1,8,4
1928,2,5,2,1,80,7,5,0,3,5,4
1929,5,5,2,1,69,7,4,0,2,7,4
1930,2,6,2,1,69,7,5,0,5,2,4
1931,5,4,1,2,70,9,2,0,5,1,2
1932,4,6,1,2,78,7,2,0,5,3,2
1933,5,5,2,1,74,7,5,0,5,3,4
7565,2,4,3,2,51,2,8,0,2,NA,7
1934,2,4,3,2,51,2,8,0,2,NA,7
1935,4,5,1,2,36,2,3,0,2,6,1
9514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,4,6,4,2,31,2,8,2,2,8,5
9515,4,6,4,2,31,2,8,2,2,8,5
1937,1,4,3,2,42,2,5,1,1,5,6
1938,2,6,3,2,68,7,2,0,4,4,8
1939,2,4,1,2,26,2,2,0,2,7,1
1940,2,6,2,2,39,2,5,0,1,8,3
1941,2,5,3,1,52,2,5,0,2,4,7
1942,1,7,2,2,65,2,8,0,4,4,4
1943,2,4,1,2,61,6,1,0,4,4,2
1944,2,3,2,1,69,7,7,0,1,8,4
1945,3,4,2,2,55,2,6,0,3,3,4
1946,1,7,2,2,62,2,7,0,1,8,4
1947,3,4,3,2,41,9,8,1,4,2,6
1948,4,6,1,1,73,7,4,0,2,5,2
1949,1,9,4,1,24,2,8,1,4,4,6
1950,4,4,2,1,66,1,4,0,1,4,4
1951,3,6,4,2,52,2,3,1,4,4,6
1952,4,4,6,2,38,3,5,4,1,6,8
1953,5,4,2,2,63,2,8,0,4,3,4
1954,2,6,4,1,54,1,7,1,1,8,7
1955,2,5,2,1,32,2,5,0,2,7,3
1956,2,6,1,2,53,2,3,0,2,5,2
7566,1,5,2,1,77,7,5,0,2,6,4
1957,1,5,2,1,77,7,5,0,2,6,4
1958,2,4,2,1,68,2,8,0,2,6,4
1959,3,4,4,2,31,2,5,2,3,4,6
1960,4,6,2,2,64,4,3,0,5,3,4
7567,4,6,4,2,56,2,6,1,4,7,6
8885,4,6,4,2,56,2,6,1,4,7,6
9196,4,6,4,2,56,2,6,1,4,7,6
1961,4,6,4,2,56,2,6,1,4,7,6
1962,4,6,2,2,65,1,4,0,3,2,4
1963,1,5,2,2,26,1,5,0,1,4,3
1964,2,6,5,1,47,2,6,2,1,8,8
1965,2,5,2,2,68,7,8,0,3,2,4
1966,4,6,4,2,32,2,8,2,1,6,5
9588,5,5,1,1,56,2,4,0,4,2,2
7568,5,4,3,1,67,7,7,0,4,2,9
8886,5,4,3,1,67,7,7,0,4,2,9
1967,5,4,3,1,67,7,7,0,4,2,9
1968,2,6,4,1,50,2,5,2,2,7,8
1969,5,6,4,2,49,2,6,2,2,NA,6
1970,5,6,3,2,54,1,4,1,2,4,6
1971,4,6,3,2,56,3,8,0,1,4,7
8887,2,4,5,2,20,8,2,2,5,4,6
1972,1,5,2,2,60,2,3,0,1,4,9
1973,5,3,4,2,36,2,4,2,3,4,6
1974,1,9,2,1,87,7,4,0,1,8,4
1975,2,4,3,2,56,2,7,0,1,4,7
1976,2,5,2,2,62,2,8,0,2,4,4
1977,1,9,2,1,47,2,7,0,1,8,4
1978,3,4,2,1,72,7,3,0,5,1,4
1979,1,9,1,2,61,6,1,0,4,4,2
9197,5,4,2,2,76,7,8,0,1,6,4
1980,5,4,2,1,72,7,3,0,4,3,4
1981,5,4,2,1,76,7,3,0,2,6,4
1982,4,5,1,2,57,2,2,0,2,4,2
1983,4,4,2,1,38,2,5,1,2,7,8
1984,2,4,2,1,64,2,7,0,3,3,4
1985,2,6,5,1,42,2,7,3,1,8,6
1986,4,4,3,2,32,2,5,1,1,7,8
7569,3,4,2,2,66,7,2,0,5,2,4
1987,1,7,4,1,49,2,5,2,2,4,6
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,5,4,1,2,47,9,1,0,5,1,2
1990,5,4,1,2,69,7,3,0,2,6,2
1991,2,5,3,2,36,3,8,1,2,7,8
1992,1,9,1,2,70,7,3,0,1,8,2
1993,2,5,1,2,37,1,3,0,1,NA,1
1994,2,3,4,1,48,2,5,2,3,4,6
9198,2,3,4,1,48,2,5,2,3,4,6
8888,2,3,4,1,48,2,5,2,3,4,6
1995,4,4,4,1,31,3,5,2,2,7,5
9415,1,7,4,1,53,2,5,1,4,3,9
1996,1,7,4,1,53,2,5,1,4,3,9
1997,4,4,4,2,51,2,4,1,4,5,7
1998,4,4,3,2,54,2,4,0,3,6,7
1999,2,3,4,1,55,2,3,2,4,NA,6
2000,4,3,2,1,73,7,5,0,5,3,4
2001,2,6,4,1,43,2,5,2,1,4,6
2002,5,5,1,2,57,2,1,0,2,5,2
2003,2,4,2,1,74,7,5,0,2,4,4
2004,2,4,2,1,82,7,5,0,5,3,4
2005,4,6,2,1,59,2,6,0,2,6,4
2006,4,5,2,1,43,2,2,0,5,5,3
9544,1,8,2,2,51,1,2,1,1,4,9
2007,1,8,2,2,51,1,2,1,1,4,9
2008,2,5,2,1,64,2,3,0,4,1,4
2009,2,5,3,1,27,8,8,0,1,5,7
2010,4,4,1,2,45,1,2,0,1,3,2
2011,2,6,2,2,35,2,3,0,2,4,3
2012,3,3,5,2,49,2,8,1,3,4,6
2013,4,4,3,2,47,4,8,0,3,4,7
2014,5,4,2,1,82,7,5,0,3,5,4
2015,2,4,3,2,25,8,8,0,2,7,7
2016,2,4,4,2,25,5,6,0,2,7,7
2017,3,4,4,2,36,2,5,2,3,7,6
7570,3,4,4,2,36,2,5,2,3,7,6
2018,2,4,4,2,50,2,5,2,3,3,6
2019,5,4,1,1,82,7,4,0,2,6,2
9666,5,4,2,2,37,2,8,1,3,4,8
2020,5,4,2,2,62,1,8,0,3,4,4
7571,5,4,2,2,62,1,8,0,3,4,4
2021,2,6,2,1,69,7,3,0,5,2,4
2022,1,9,1,2,55,2,2,0,2,6,2
2023,4,6,2,2,61,5,8,0,4,2,4
2024,2,6,2,2,61,2,7,0,1,3,4
2025,2,6,4,1,50,1,7,1,1,8,6
2026,2,4,2,1,73,7,5,0,4,4,4
2027,4,4,4,2,26,2,4,2,4,7,6
2028,2,4,3,1,53,1,8,0,1,7,7
2029,5,4,1,1,81,7,2,0,5,3,2
2030,1,8,1,2,29,2,5,0,1,8,1
2031,2,5,2,2,60,4,5,0,4,5,4
2032,2,4,1,2,52,2,5,0,2,6,2
2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2034,2,6,2,2,26,2,4,0,1,8,3
2035,5,4,4,1,47,2,8,2,4,2,6
8889,5,4,4,1,47,2,8,2,4,2,6
7572,5,4,4,1,47,2,8,2,4,2,6
9199,5,4,4,1,47,2,8,2,4,2,6
2036,5,5,2,2,68,7,8,0,4,4,4
2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2038,4,4,2,2,47,1,8,0,1,NA,4
2039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2040,5,6,2,1,72,7,4,0,2,6,4
7573,5,4,5,1,46,2,5,3,2,7,6
2041,5,4,5,1,46,2,5,3,2,7,6
2042,5,3,3,2,39,4,8,1,3,5,6
2043,2,4,4,1,46,2,3,2,2,5,6
2044,4,6,2,2,68,9,2,0,5,3,4
2045,2,5,3,2,24,2,6,0,2,7,7
2046,3,3,1,1,29,6,1,0,3,6,1
2047,2,4,2,2,67,7,5,0,4,3,4
2048,5,2,4,2,38,2,5,2,3,7,5
7574,3,3,3,1,65,2,5,0,1,8,9
2049,3,3,3,1,65,2,5,0,1,8,9
2050,2,5,3,2,37,2,2,2,3,NA,8
2051,1,8,2,1,83,7,2,0,3,5,4
2052,2,6,2,2,78,7,2,0,3,5,4
2053,4,4,2,1,76,7,3,0,3,5,4
9589,4,4,1,2,77,7,2,0,5,2,2
2054,4,5,1,2,79,7,2,0,5,3,2
2055,2,5,3,1,72,7,5,0,5,2,7
7575,2,5,3,1,72,7,5,0,5,2,7
2056,5,4,2,2,68,7,8,0,5,2,4
7576,5,4,2,2,68,7,8,0,5,2,4
2057,1,9,2,2,56,2,4,0,4,4,4
2058,4,6,4,1,26,2,5,0,2,NA,7
2059,5,4,2,1,73,7,4,0,2,6,4
2060,2,4,2,1,65,3,5,0,2,6,4
2061,5,3,2,1,64,2,6,0,2,4,4
2062,5,3,4,1,51,2,5,1,1,4,6
2063,5,4,2,1,71,7,5,0,3,5,4
7577,5,4,2,1,71,7,5,0,3,5,4
2064,5,6,4,2,46,9,3,2,4,3,6
2065,5,4,2,1,45,1,2,0,1,4,4
2066,5,4,2,1,78,7,3,0,5,2,4
2067,1,7,1,2,50,5,2,0,4,3,2
2068,5,4,2,1,77,7,3,0,4,4,4
8890,5,5,5,1,20,8,5,0,2,6,7
2069,5,5,5,1,20,8,5,0,2,6,7
9417,5,5,5,1,20,8,5,0,2,6,7
2070,2,5,2,1,78,7,4,0,4,4,4
2071,2,4,5,2,40,1,8,3,1,7,5
2072,2,6,2,2,33,4,8,0,1,4,3
7578,1,8,3,2,55,9,5,0,2,4,7
9200,1,8,3,2,55,9,5,0,2,4,7
2073,1,8,3,2,55,9,5,0,2,4,7
7579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2074,5,5,2,1,67,7,3,0,5,2,4
9201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2076,5,4,4,2,50,2,6,0,1,6,9
2077,2,3,1,1,35,2,2,0,1,8,1
2078,5,4,2,1,66,7,5,0,3,5,4
2079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2080,5,6,2,1,69,7,4,0,5,3,4
2081,2,4,2,1,70,7,5,0,2,NA,4
2082,4,5,2,2,77,7,2,0,4,4,4
2083,1,7,2,1,81,7,3,0,5,2,4
2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2085,1,4,2,2,51,1,8,0,3,5,4
2086,2,4,1,1,56,2,8,0,4,2,2
2087,3,5,2,1,55,4,3,0,4,4,4
